,ppid,heading,cameraoffset,occlusion,trialn,timestamp,trialtype_signed,World_x,World_z,WorldYaw,SWV,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,StraightVisible,setpoint
142,k,-2.0,-2.0,1,0,21.205357549451385,-1,0.0,12.128697395324707,0.0,0.0,0.0,0.0,0.0,0.13345832504273858,0.016682290630342322,False,0
143,k,-2.0,-2.0,1,0,21.22200045538555,-1,0.0,12.262011528015137,0.0,0.0,0.0,0.0,0.0,0.13331391449005991,0.01666423931125749,False,0
144,k,-2.0,-2.0,1,0,21.23868274601589,-1,0.0,12.395312309265137,0.0,0.0,0.0,0.0,0.0,0.1333007862580189,0.01666259828225236,False,0
145,k,-2.0,-2.0,1,0,21.255477447133224,-1,0.0,12.52975845336914,0.0,0.0,0.0,0.0,0.0,0.1344462245050977,0.01680577806313721,False,0
146,k,-2.0,-2.0,1,0,21.27199112203307,-1,0.0,12.661782264709473,0.0,0.0,0.0,0.0,0.0,0.13202406569038772,0.016503008211298464,False,0
147,k,-2.0,-2.0,1,0,21.288740284595455,-1,0.0,12.795538902282715,0.0,0.0,0.0,0.0,0.0,0.1337569923220201,0.016719624040252512,False,0
148,k,-2.0,-2.0,1,0,21.30529416470598,-1,0.0,12.928366661071777,0.0,0.0,0.0,0.0,0.0,0.13282816990394508,0.016603521237993135,False,0
149,k,-2.0,-2.0,1,0,21.32206096833019,-1,0.0,13.062018394470215,0.0,0.0,0.0,0.0,0.0,0.1336519664655782,0.016706495808197275,False,0
150,k,-2.0,-2.0,1,0,21.33863207924529,-1,0.0,13.1950044631958,0.0,0.0,0.0,0.0,0.0,0.13298570868863635,0.016623213586079544,False,0
151,k,-2.0,-2.0,1,0,21.355320523734406,-1,0.0,13.328291893005371,0.0,0.0,0.0,0.0,0.0,0.13328765802594944,0.01666095725324368,False,0
152,k,-2.0,-2.0,1,0,21.371994609219712,-1,0.0,13.461799621582031,0.0,0.0,0.0,0.0,0.0,0.13350755591295638,0.016688444489119547,False,0
153,k,-2.0,-2.0,1,0,21.388648181842424,-1,0.0,13.595070838928223,0.0,0.0,0.0,0.0,0.0,0.13327124773587684,0.016658905966984605,False,0
